"review_title","review_text","review_star","page"
"







  
  
    Good
  
","









  
  
    
  It came all good no scratches just the battery capacity is at 78 which isn’t horrible but still I would prefer it at 90. It may tell you to get a apple worker to replace it, you don’t have to it can survive all the way to 59% capacity

  
","4.0 out of 5 stars",63
"







  
  
    As expected
  
","









  
  
    
  First time IPhone user. Came with a few scratches on the sides but nothing too disturbing, and they even put a screen protector on it, it’s kinda crooked and it’s chipped a few times even though I haven’t dropped it but it was included so I’m happy,

  
","5.0 out of 5 stars",63
"







  
  
    Really good for the money just a bit disappointed from the battery health.
  
","









  
  
    
  So it came on time and the quality of the exterior is amazing i would think its new BUT im just a bit disappointed about the 79% battery health i thought they had a quality control of batteries 85% and up either is my second phone so for the money its good enough.

  
","4.0 out of 5 stars",63
"







  
  
    Good product
  
","









  
  
    
  It works great. Had it ready out of the box for me to put my old iPhone data on it. It has some scratches at the charging port and it has this odd Instagram “stain” in the white background. Other than that the phone is in pristine condition.

  
","4.0 out of 5 stars",63
"







  
  
    Turned out great!
  
","









  
  
    
  Was very nervous to buy this phone, but couldnt be happier! 100% battery, looks like a new phone

  
","5.0 out of 5 stars",116
"







  
  
    1. The iPhone x works excellent. However, the packaging of this product should be done much better.
  
","









  
  
    
  This product is to use for communicating with others via the network.

  
","4.0 out of 5 stars",116
"







  
  
    Not Recommended
  
","









  
  
    
  Whenever i take my case off the phone shuts off and doesn’t turn back on for 30+ minutes & the battery is perfectly fine. Not Recommended!

  
","1.0 out of 5 stars",116
"







  
  
    Very lovely
  
","









  
  
    
  No scratches or cracks and works well. Only problem was no sim tray which we ordered off of amazon and is coming in soon. Hopefully will fit. :)

  
","5.0 out of 5 stars",116
"







  
  
    Great devuce
  
","









  
  
    
  Amazing product. There are no scratches, damage or burns. Fully unlocked and works as intended.

  
","5.0 out of 5 stars",116
"







  
    Buenisimo
  
  
","









  
    
  Ya en mis manos. Muchas gracias. Es excelente.

  
  
","5.0 out of 5 stars",116
"







  
  
    Very good so far
  
","









  
  
    
  Excellent, exceeded my expectations so farI have a month to see if it really worth.

  
","5.0 out of 5 stars",116
"







  
  
    A happy customer keeps coming back.
  
","









  
  
    
  The iPhone X I received was in good condition and I am very happy with the product. The face recognition works great. Thanks again <U+0001F601><U+0001F44D><U+0001F3FD>

  
","5.0 out of 5 stars",116
"







  
  
    Do not buy
  
","









  
  
    
  Battery life is horrible and the screen keeps lagging

  
","1.0 out of 5 stars",116
"







  
  
    Perfect!
  
","









  
  
    
  Works great no scratches and the battery stays charged for longer than I excepted

  
","5.0 out of 5 stars",116
"







  
  
    Terrible
  
","









  
  
    
  Terrible!!!! Not renewedScratches all over the screen

  
","1.0 out of 5 stars",157
"







  
  
    My review
  
","









  
  
    
  The box looked sketchy but everything was in there , The phone and a charger

  
","5.0 out of 5 stars",157
"







  
  
    Good Phone
  
","









  
  
    
  Came in good condition waiting to get it connected because it doesn’t work with boost

  
","5.0 out of 5 stars",157
"







  
  
    Bad battery health
  
","









  
  
    
  Battey health is at 79% , didn't mention in product details

  
","2.0 out of 5 stars",157
"







  
  
    JUST GET IT
  
","









  
  
    
  If you was being iffy just do it i was too and it's perfect

  
","5.0 out of 5 stars",157
"







  
  
    Battery life 80
  
","









  
  
    
  Battery life was at 80% otherwise very good!!

  
","4.0 out of 5 stars",157
"







  
  
    Iphone x
  
","









  
  
    
  Worked good

  
","5.0 out of 5 stars",157
"







  
  
    Great product
  
","









  
  
    
  Came in perfect condition, no scratches

  
","4.0 out of 5 stars",157
"







  
  
    Good purchase
  
","









  
  
    
  Given in good condition except for the battery but you can always get a replacement from apple.

  
","5.0 out of 5 stars",157
"







  
  
    iPhone X
  
","









  
  
    
  Everything on the phone works perfectly! Much appreciated!

  
","5.0 out of 5 stars",157
"







  
  
    Not Compatible with U.S. Cellular!!!
  
","









  
  
    
  I just visited with my local U.S. Cellular provider location and they found out that the phone is not compatible with their network because it is missing a CDMA chip. The item description is falsehood. I will be returning for a refund.

  
","1.0 out of 5 stars",17
