"review_title","review_text","review_star","page"
"







  
  
    SCAM SCAM SCAM
  
","









  
  
    
  DO NOT BUY THIS PRODUCT. IT COULD NOT BE USED. CANNOT USE AN APPLE ID WITH THIS PRODUCT. WHEN CALLING APPLE SUPPORT THEY ADVISED THAT THE PHONE APPEARED LOST OR STOLEN.

  
","1.0 out of 5 stars",132
"







  
  
    that the iphone is compatible with sprint/tmobile
  
","









  
  
    
  i would have liked to get a phone that could be turned on so it could be put to the use for which it was purchased

  
","1.0 out of 5 stars",132
"







  
  
    Great phone!!
  
","









  
  
    
  Phone was in GREAT condition, not a single scratch or mark on the screen or body. Battery seems good and the phone functions like it’s new. I’m really glad I decided to give it a try as my old iPhone 6 was starting to go on the fritz and was time for an upgrade.

  
","5.0 out of 5 stars",132
"







  
  
    Five Stars
  
","









  
  
    
  The best purchase for 2018!

  
","5.0 out of 5 stars",132
"







  
  
    Nice item, Fast shipping
  
","









  
  
    
  Nice item, Fast shipping

  
","5.0 out of 5 stars",132
"







  
  
    i had to pay to return an IPHONE that came crushed.
  
","









  
  
    
  The iphone came crushed, had to mail it back in a BOX when it came in a flimsy envelope and PAY for it myself.  NOT happy.  this was NOT an amazon deal, it was through amazon.  so be careful what you buy:(

  
","1.0 out of 5 stars",132
"







  
  
    Great phone
  
","









  
  
    
  This phone is like brand new. Totally unlocked. I absolutely love it. And I had it in 2 days.

  
","5.0 out of 5 stars",132
"







  
  
    Great Value
  
","









  
  
    
  Condition was excellent.

  
","5.0 out of 5 stars",132
"







  
  
    Product exactly as described
  
","









  
  
    
  Product exactly as described

  
","5.0 out of 5 stars",132
"







  
  
    Great phone
  
","









  
  
    
  Still going strong for a teen !

  
","5.0 out of 5 stars",132
"







  
  
    Arrived on time, very satisfied
  
","









  
  
    
  As expected, the battery was not at 100% capacity but it was higher than expected at 89%.There’s practically no scratches on the back or front of the phone and everything seems to be in excellent working order.I did not expect a charger or screen protector to come with the purchase but it did! The screen protector was already in place so I didn’t have to use the one I bought and I will be saving the charger the phone arrived with in case I need it later.This was listed as a FULLY UNLOCKED iPhone and I believe it has arrived as such, it will definitely work for the carrier I initially intended, which is Cricket.I believe my little sister has a step up from this phone (the 8 Plus) and she’s still paying for her phone through the provider. I’ve never bought a refurbished phone before this so I’m glad it worked out, if anything happens within the next 90 days before the Amazon warranty expires I’ll be sure to update. Definitely would buy the protection plan in addition to the phone, as accidents do happen.

  
","5.0 out of 5 stars",34
