"amazon_review.content","amazon_review.sentiment","amazon","best","deliveri","easi","excel","good","great","machin","money","nice","price","product","qualiti","use","valu","wash","work"
"Nice Machine. Worth to Buy","positive",0,0,0,0,0,0,0,0.609024778701668,0,0.719926441570572,0,0,0,0,0,0,0
"Good quality and fast delivery","positive",0,0,1.01603258435493,0,0,0.290404545580443,0,0,0,0,0,0,1.01603258435493,0,0,0,0
"Nice value for money","positive",0,0,0,0,0,0,0,0,0.979533151778619,0.959901922094096,0,0,0,0,1.01594284169687,0,0
"Its a good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Great value for money","positive",0,0,0,0,0,0,1.41271991239825,0,0.979533151778619,0,0,0,0,0,1.01594284169687,0,0
"Very nice products LG","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"It's a good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Super","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Awesome","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Good and super","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Very good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Good experience","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"So good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Likes","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"👌","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good product sturdy enough and is light weight thereby easy to move around only con at this point is that it doesn't have a regular filter but a magic filter Which it seems is not working as expected. The product is available in 3 colour","positive",0,0,0,0.17252915915881,0,0.0528008264691714,0,0,0,0,0,0.111721927924126,0,0,0,0,0.170100101933289
"i am using good product ....5star system law enrgy... good washing and spining...happy my family...","positive",0,0,0,0,0,0.211203305876686,0,0,0,0,0,0.111721927924126,0,0.283106456356301,0,0.240083536972288,0
"Value for money, easy to use and very nice in 👌👌 look!! Beautiful😘😘","positive",0,0,0,0.474455187686727,0,0,0,0,0.367324931916982,0.359963220785286,0,0,0,0.389271377489914,0.380978565636327,0,0
"Very good quality product, same as discription, Lg semi automatic washing machine 8 kg capacity 5 star energy rating inverter compilent. i have bought it during great indian shopping festival sale on 4th October 2019. final price after 10 % instant discount on sbi card was 11275 INR while MRP printed on the box was 16999 INR. delivery was great, amazon delivery van came into my house in my village . i am really surprised and happy coz these companies like amazon now delevers to villages. thanx amazon.","positive",0.225510698765873,0,0.156312705285374,0,0,0.0223388111984956,0.16300614373826,0.0468480599001283,0,0,0.0763264058534495,0.0236334847531805,0.0781563526426868,0,0,0.0507869020518302,0
"Very Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Very powerful washing machine,Awesome washing of clothes.. Value for money just go for it.. From market it is about 3k less on Amazon.. Happy & Satisfied customers from Amazon 🙂","positive",0.488606513992726,0,0,0,0,0,0,0,0.183662465958491,0,0,0,0,0,0.190489282818163,0.330114863336896,0
"Product is good. And you can literally wear the clothes directly after wash.. Only problem is that the seller has not sent the Rotation filter along with the product. I have contacted LG support they are coming tomorrow to arrange the same.","positive",0,0,0,0,0,0.0580809091160886,0,0,0,0,0,0.122894120716539,0,0,0,0.132045945334759,0
"Everything is good except the missing accessories. We haven't got the lint filter along.","positive",0,0,0,0,0,0.129068686924641,0,0,0,0,0,0,0,0,0,0,0
"Have used it a few time not happy with the machine the spin cycle is great as is the washing cycle. Super easy to use. Only down side was the delivery guys, I had to argue with them to have a free open box inspection. Although they had no idea what they were inspecting. If you're going to offer a service at least send people who know what they are doing. It would have been nice if they took away the packaging too.","positive",0,0,0.123155464770294,0.115019439439206,0,0,0.128429082945296,0.0738211852971719,0,0.0872638110994633,0,0,0,0.188737637570867,0,0.0800278456574294,0
"Earlier I bought 7kg thinking that it will be bigger in size as compare to our earlier old 6.2kg lG washing machine but it seems LG has changed its product and new 7kg model is smaller then old 6.2kg model. Somehow I managed to return it to Amazon and tracked 8kg model’s price for almost 2-3 weeks and finally during prime day sale i got it for the same price as 7kg. Now lets come to product’s review.. It has got a great color combination, light in weight, easy to use and clean clothes easily. I really like the 360 degree rotation feature so it’s easy to move. It doesn’t make much noise and easy to operate. I am giving 4* because old lg model was much robust and good quality as compare to new ones.","positive",0.0535459193416686,0,0,0.155985267184677,0,0.0159125778400243,0.0580569827012981,0.0333712207507764,0,0,0.108738989161079,0.0168348110570601,0.055673018320818,0.042659876985196,0,0.0361769713245914,0
"Product is good. Magic wheel feature is helpful to move it easily. But, As mentioned in product features,there is no 360rotation.. Lint filter is not provided as part of delivery. Need to check with company executive on this. Drier is vibrating, I feel more noisy than Panasonic washing machine which we used earlier.","positive",0,0,0.135471011247324,0,0,0.0387206060773924,0,0.0812033038268891,0,0,0,0.0819294138110257,0,0.103805700663977,0,0.0880306302231724,0
"Since it is a Semi automatic Washing Machine, Installation was not included in the Amazon scope. I have opened the box. Product looks good. But Lint Filter has not been supplied with product. Now, I am searching for LG lint filter in local market. Also, I was purchased this machine on exchange basis, but delivery boy's did not take my old washing machine. Instead of that they took Rs.530 from me. This is not the way.","positive",0.102864529261626,0,0.10695079835315,0,0,0.0305688995347835,0,0.192323614326843,0,0,0,0.0646811161665992,0,0,0,0.138995731931325,0
"This machine is so simple n uncomplicated.. Being semi automatic water consumption is also limited.wheels at bottom makes it mobile too.. Clean quality is at par with any other semi automatic washing machine. Till date a good washing machine.","positive",0,0,0,0,0,0.0484007575967405,0,0.304512389350834,0,0,0,0,0.169338764059155,0,0,0.220076575557931,0
"Bought this machine and delivered in very safely. Only disappointed with the installation of this. No one came to install it. Very disappointing with the LG service. But product is good and working very well.","positive",0,0,0,0,0,0.0774412121547847,0,0.162406607653778,0,0,0,0.0819294138110257,0,0,0,0,0.249480149502157
"I bought this LG semi automatic 8 kg semi automatic washing this February 21. It is good product. It has new lint collector as well as buzzer. Inlet and out let pipe was with the Machine. Over all good product. If avail some discount it would great.","positive",0,0,0,0,0,0.101010276723632,0.184267814660642,0.105917352817681,0,0,0,0.10686445279699,0,0,0,0.11482256116066,0
"At the end of wash cycle, there is buzzer just before one minute of the cycle and it is too noisy. There should be option to stop the same.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240083536972288,0
"This product is for self use, the Quality of LG products is undoubtedly Very Good and long lasting and Amazing delivery by amazon.","positive",0.32573767599515,0,0.33867752811831,0,0,0.0968015151934809,0,0,0,0,0,0.204823534527564,0.33867752811831,0.259514251659943,0,0,0
"Good product by LG. It's shaking some times but all over it's good","positive",0,0,0,0,0,0.464647272928709,0,0,0,0,0,0.245788241433077,0,0,0,0,0
"The product was well intact and good in condition but the only thing missing with the product was its cloth filter for which I wanted to return item but couldn't as replacement stock was not available and I had to purchase the filter separately.","positive",0,0,0,0,0,0.0611377990695669,0,0,0,0,0,0.129362232333198,0,0,0,0,0
"No matter how hard you use, it always cleans your cloth with little effort","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0.389271377489914,0,0,0
"Good Product but the tub seems to be smaller then my previous LG 7 kg washing machine, neighbours also telling me the same thing.","positive",0,0,0,0,0,0.0968015151934809,0,0.203008259567223,0,0,0,0.102411767263782,0,0,0,0.220076575557931,0
"Good product. Very power full lg Washing Machine. My mom is very happy. Delevery is very speed. Tq amazon","positive",0.35535019199471,0,0,0,0,0.105601652938343,0,0.221463555891516,0,0,0,0.111721927924126,0,0,0,0.240083536972288,0
"Got a good deal during freedom sale with 10 % cashback on sbi card. If you r looking for 7 kg see this one too. Its 8kg but sleek. Collor washer is just a feature.","positive",0,0,0,0,0,0.0726011363951107,0,0,0,0,0,0,0,0,0,0,0
"Item is super but body is shaking running time","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Most efficient cleaning","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nice product. Happy with the product as it is very easy to use and value for money. I using it for almost one year and it is working to my great satisfaction.","positive",0,0,0,0.253042766766254,0,0,0.282543982479651,0,0.195906630355724,0.191980384418819,0,0.163858827622051,0,0.415222802655908,0.203188568339374,0,0.249480149502157
"Good quality product, but this time very very disappointed with amazon delivery person's behavior, very rude, asking for tip and do misbehavior with senior citizens also.","positive",0.244303256996363,0,0.254008146088732,0,0,0.0726011363951107,0,0,0,0,0,0.0768088254478366,0.254008146088732,0,0,0,0
"Best in class","positive",0,1.96929972766793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Using this washing machine from the past 8-9 months. It's working so good & I didn't face any problem yet. Easy to use & one of the best washing machine in this price range.","positive",0,0.218811080851992,0,0.210868972305212,0,0.0645343434623206,0,0.270677679422964,0,0,0.220498505798854,0,0,0.346019002213257,0,0.293435434077241,0.207900124585131
"Working fine","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87110112126618
"Best Semi Automatic washing machine @ best price and nice delivery.","positive",0,0.875244323407968,0.451570037491079,0,0,0,0,0.270677679422964,0,0.319967307364699,0.440997011597708,0,0,0,0,0.293435434077241,0
"Nice product value for money","positive",0,0,0,0,0,0,0,0,0.734649863833964,0.719926441570572,0,0.307235301791346,0,0,0.761957131272654,0,0
"Product received in good packing but after using few days I found few screws are missing near handle. But. still there no operational issue in machine.","positive",0,0,0,0,0,0.0774412121547847,0,0.162406607653778,0,0,0,0.0819294138110257,0,0.207611401327954,0,0,0
"Good product. Everything about this is good.","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.307235301791346,0,0,0,0,0
"I like it do its duty well have space","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Very good product and fast delivery","positive",0,0,1.01603258435493,0,0,0.290404545580443,0,0,0,0,0,0.307235301791346,0,0,0,0,0
"Go for it...Highly recommended...","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nice product. Working perfectly","positive",0,0,0,0,0,0,0,0,0,0.719926441570572,0,0.307235301791346,0,0,0,0,0.935550560633088
"Its good for large families and easy to use.","positive",0,0,0,0.759128300298763,0,0.232323636464354,0,0,0,0,0,0,0,0.622834203983862,0,0,0
"Amazing washing machine from LG. Easy to use and washing clothes very nicely. I'm very happy with the performance of product.","positive",0,0,0,0.345058318317619,0,0,0,0.221463555891516,0,0.26179143329839,0,0.111721927924126,0,0.283106456356301,0,0.480167073944577,0
"Product is good . But your courier service (gati) not good","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.204823534527564,0,0,0,0,0
"Nice product, I happy with this. Thanks amazon team , to delivered right Product before delivery date","positive",0.35535019199471,0,0.369466394310883,0,0,0,0,0,0,0.26179143329839,0,0.223443855848252,0,0,0,0,0
"Execellent product and ultra fast delivery","positive",0,0,0.812826067483943,0,0,0,0,0,0,0,0,0.245788241433077,0,0,0,0,0
"Everything is good except its drain pipe length and holder position.","positive",0,0,0,0,0,0.145202272790221,0,0,0,0,0,0,0,0,0,0,0
"Product is very good and easy to use value for money and no doubt please go ahead...","positive",0,0,0,0.421737944610424,0,0.129068686924641,0,0,0.326511050592873,0,0,0.136549023018376,0,0.346019002213257,0.338647613898957,0,0
"features, brand and loading capacity is awsome at this price range. I am HAPPY CUSTOMER OF AMAZON. Thank you amazon.😊😊😊","positive",0.32573767599515,0,0,0,0,0,0,0,0,0,0.330747758698281,0,0,0,0,0,0
"Really great washing machine in this price and great look and working technique.. Thanks amazon","positive",0.35535019199471,0,0,0,0,0,0.770574497671775,0.221463555891516,0,0,0.360815736761761,0,0,0,0,0.240083536972288,0.340200203866578
"Bahot achhi machine he.... tank bada he. Blankets ki bahot acchese washing ho jati he.","positive",0,0,0,0,0,0,0,0.243609911480667,0,0,0,0,0,0,0,0.264091890669517,0
"Easy to use","positive",0,0,0,1.89782075074691,0,0,0,0,0,0,0,0,0,1.55708550995966,0,0,0
"Water leakage available","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I m reviewing this after using it for more den a true now.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0.622834203983862,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"always prefer heavy (above 7 kg. ) semi automatic wasing machines for desired performance.","positive",0,0,0,0,0,0,0,0.270677679422964,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Best and user friendly","positive",0,1.31286648511195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Nice washing machine,easy to use , working great","positive",0,0,0,0,0,0,0.706359956199127,0,0,0.479950961047048,0,0,0,0.519028503319885,0,0.440153151115862,0.623700373755392
"Good one i bought this at Rs 13004 no special discount given by Amezon","positive",0,0,0,0,0,0.165945454617396,0,0,0,0,0,0,0,0,0,0,0
"No","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Super","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good delivery. Good machine","positive",0,0,1.01603258435493,0,0,0.580809091160886,0,0.609024778701668,0,0,0,0,0,0,0,0,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"BEST 1 .. DON'T THINK ... BUY IT ... SUPERB QUALITY 👍👍👌👌","positive",0,0.656433242555976,0,0,0,0,0,0,0,0,0,0,0.677355056236619,0,0,0,0
"as usual LG experience is unmatchable...","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall Good but so noisy","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0,0,0,0,0,0
"Amazing product","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Easy to use, Value for money.","positive",0,0,0,0.948910375373453,0,0,0,0,0.734649863833964,0,0,0,0,0.778542754979828,0.761957131272654,0,0
"Easy to use and value for money","positive",0,0,0,0.948910375373453,0,0,0,0,0.734649863833964,0,0,0,0,0.778542754979828,0.761957131272654,0,0
"Very nice product....Great Design n Compact in size","positive",0,0,0,0,0,0,0,0,0,0.575941153256458,0,0,0,0,0,0,0
"Good Product,Power code should be upper position,else Everything is perfect...","positive",0,0,0,0,0,0.165945454617396,0,0,0,0,0,0,0,0,0,0,0
"No issues...i m using from last 2 months","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0.778542754979828,0,0,0
"AMEZON SEND GOOD PRODUCT I AM HAPPY. THANKS AMEZON","positive",0,0,0,0,0,0.165945454617396,0,0,0,0,0,0.175563029595055,0,0,0,0,0
"Just awesome.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Like❤","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No issue till now..easy to use.. value for money","positive",0,0,0,0,0,0,0,0,0.489766575889309,0,0,0,0,0.519028503319885,0.507971420848436,0,0
"Works very well","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87110112126618
"In this range very good product....","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"Best response nice product","positive",0,0.984649863833964,0,0,0,0,0,0,0,0.719926441570572,0,0.307235301791346,0,0,0,0,0
"Cover of washing side is not good","positive",0,0,0,0,0,0.290404545580443,0,0,0,0,0,0,0,0,0,0.660229726673793,0
"Like this product","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Lg stolen my heart","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Easy to use...but filter kit is missing","positive",0,0,0,0.759128300298763,0,0,0,0,0,0,0,0,0,0.622834203983862,0,0,0
"Value of money..","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"I like","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excellent washing machine.","positive",0,0,0,0,1.36576573378497,0,0,0.812033038268891,0,0,0,0,0,0,0,0.880306302231724,0
"Good product and Amazon good service","positive",0.781770422388361,0,0,0,0,0.464647272928709,0,0,0,0,0,0.245788241433077,0,0,0,0,0
"Good product delivered as expected","positive",0,0,0,0,0,0.290404545580443,0,0,0,0,0,0.307235301791346,0,0,0,0,0
"Good product. Value for money","positive",0,0,0,0,0,0.290404545580443,0,0,0.734649863833964,0,0,0.307235301791346,0,0,0.761957131272654,0,0
"Its good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Nice look and working smooth","positive",0,0,0,0,0,0,0,0,0,0.719926441570572,0,0,0,0,0,0,0.935550560633088
"I like very much this product","positive",0,0,0,0,0,0,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"Warranty card is not stamped","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Like","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great value product","positive",0,0,0,0,0,0,1.41271991239825,0,0,0,0,0.409647069055129,0,0,1.01594284169687,0,0
"The lint Filter was missing except that everything seems to be perfect!","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"nyc product nd easy to use","positive",0,0,0,0.948910375373453,0,0,0,0,0,0,0,0.307235301791346,0,0.778542754979828,0,0,0
"Nice product,Thanks Amazon","positive",1.3029507039806,0,0,0,0,0,0,0,0,0.959901922094096,0,0,0,0,0,0,0
"Really awesome product by lg","positive",0,0,0,0,0,0,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Very nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Wonderful lg washing machine,","positive",0,0,0,0,0,0,0,0.812033038268891,0,0,0,0,0,0,0,0.880306302231724,0
"Its just great.","positive",0,0,0,0,0,0,2.11907986859738,0,0,0,0,0,0,0,0,0,0
"Awesome Product","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Very very good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"AS MONEY AS THE BEST","positive",0,1.96929972766793,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,0,0,0
"Good prodect","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Value for money👍","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52391426254531,0,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Its good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Best washing machine under 15000","positive",0,1.31286648511195,0,0,0,0,0,0.812033038268891,0,0,0,0,0,0,0,0.880306302231724,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"It's good as cheap than market","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0,0,0,0,0,0
"Easy to use","positive",0,0,0,1.89782075074691,0,0,0,0,0,0,0,0,0,1.55708550995966,0,0,0
"easy to use","positive",0,0,0,1.89782075074691,0,0,0,0,0,0,0,0,0,1.55708550995966,0,0,0
"Very good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"It easy to use","positive",0,0,0,1.89782075074691,0,0,0,0,0,0,0,0,0,1.55708550995966,0,0,0
"Nice one","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Thanks","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"NICE MODEL WITH ALARAM FACILITY","positive",0,0,0,0,0,0,0,0,0,0.719926441570572,0,0,0,0,0,0,0
"Very good product 👍👍","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"This machine is working very good","positive",0,0,0,0,0,0.387206060773924,0,0.812033038268891,0,0,0,0,0,0,0,0,1.24740074751078
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Nice washing machine","positive",0,0,0,0,0,0,0,0.812033038268891,0,0.959901922094096,0,0,0,0,0,0.880306302231724,0
"Awesome product better than automatic washing machine","positive",0,0,0,0,0,0,0,0.406016519134446,0,0,0,0.204823534527564,0,0,0,0.440153151115862,0
"Perfect","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"So good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Awesome clean clothes fast","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Product From LG. . .","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Affordable prices nice time with electric saving","positive",0,0,0,0,0,0,0,0,0,0.479950961047048,0.661495517396563,0,0,0,0,0,0
"Nice built up machine.","positive",0,0,0,0,0,0,0,0.812033038268891,0,0.959901922094096,0,0,0,0,0,0,0
"LG is a great brand.....value for money","positive",0,0,0,0,0,0,1.41271991239825,0,0.979533151778619,0,0,0,0,0,0,0,0
"Product gualaty","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"hey guys I am here again once again with the fantastic product which is created by the Legend of its field yes my friend here I am talking about the LG 8 kg semi automatic washing machine.. I bought this product from Amazon on July 2018 at rupees 12900. Definitely it's a very good deal and the best thing about the timely delivery of product by Amazon. Actually I am not using washing machine but my mother use this and she really comfortable with the machine functions and it's performance.. The function of the Machines are really friendly and anyone use them without any proper manual or guidelines.. the build quality of washing machine is really good the material that LG used is very durable. We are a very old and happy customer of LG products and I know that LG have such a fabulous customer products in Indian market so when we are talking about home appliances just go for it guys.. Hope this friendly review is helpful for you.","positive",0.101528626284203,0.051150642277089,0.0527809134729833,0,0,0.0301719008395265,0,0.158188254208226,0,0,0,0.0798013770886614,0.0527809134729833,0.161775117917886,0,0.102892944416695,0
"Value for money. 3 LG machines order. 1 machines 7.5 kg.. 2 machines 8 kg.. Excellent product good quality high","positive",0,0,0,0,0.372481563759538,0.105601652938343,0,0.664390667674547,0.267145405030532,0,0,0.111721927924126,0.369466394310883,0,0.277075320462783,0,0
"First of all the product is good. quality is good. here are some suggestions:. 1. Wire length should be more.. 2. Discharge pipe length should be more.. I have just started using it. will edit the review after using it for some time.. Till then happy 😃","positive",0,0,0,0,0,0.110630303078264,0,0,0,0,0,0.0585210098650184,0.193530016067606,0.296587716182792,0,0,0
"Lg semi automatic washing machine is best...i m using more than 6years","positive",0,0.56265706504798,0,0,0,0,0,0.348014159258096,0,0,0,0,0,0.444881574274187,0,0.377274129527882,0
"can this machine wash bedsheets, chadars, towels, blankets, sweetars & how much time takes for washing. can it consume the power","positive",0,0,0,0,0,0,0,0.162406607653778,0,0,0,0,0,0,0,0.35212252089269,0
"Easy to use ..No neet for instalation...Good product","positive",0,0,0,0.759128300298763,0,0,0,0,0,0,0,0.245788241433077,0,0.622834203983862,0,0,0
"It was awesome product..","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Useless","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ok","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bought it for 15500 from store.. Free home delivery and everything... And product is very good.","positive",0,0,0.508016292177464,0,0,0.145202272790221,0,0,0,0,0,0.153617650895673,0,0,0,0,0
"good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"OK","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am writing a review after 1 month experience was amazing.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excellent machine to handle big volume of clothes, saving time, water and detergents. Pulsators give and extra force to remove hard dirt from clothes","positive",0,0,0,0,0.227627622297495,0,0,0.135338839711482,0,0,0,0,0,0,0,0,0
"It's fast review. LG washing machine Good 👍","positive",0,0,0,0,0,0.193603030386962,0,0.406016519134446,0,0,0,0,0,0,0,0.440153151115862,0
"everything easy to wash,double comforter,blanket....i like it.....nice","positive",0,0,0,0.632606916915636,0,0,0,0,0,0.479950961047048,0,0,0,0,0,0,0
"They not give me a warranty card in the box, otherwise product is good..","positive",0,0,0,0,0,0.165945454617396,0,0,0,0,0,0.175563029595055,0,0,0,0,0
"The washing machine is good to handle high volume of cloths but it lacks some features which are available in 8kg model..otherwise it is good and lg brand name is sufficient.. Input wattage 410/260","positive",0,0,0,0,0,0.136660962626091,0,0.143299947929804,0,0,0,0,0,0,0,0.155348170982069,0
"This machine has awesome wash quality . Except that it's bulky and consumes more space but overall performance is really great . I am satisfied","positive",0,0,0,0,0,0,0.32601228747652,0.187392239600513,0,0,0,0,0.312625410570747,0,0,0.203147608207321,0
